,composerName,season,living
60056,"Chopin,  Frédéric",2011-12,N
60057,"Mahler,  Gustav",2011-12,N
60058,"Brahms,  Johannes",2011-12,N
60059,"Gershwin,  George",2011-12,N
60060,"Chaplin,  Charles",2011-12,N
60061,"Mozart,  Wolfgang  Amadeus",2011-12,N
60062,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60063,"Schubert,  Franz",2011-12,N
60064,"Beethoven,  Ludwig  van",2011-12,N
60065,"Berlioz,  Hector",2011-12,N
60066,"Mozart,  Wolfgang  Amadeus",2011-12,N
60067,"Debussy,  Claude",2011-12,N
60068,"Berlioz,  Hector",2011-12,N
60069,"Neikrug,  Marc",2011-12,N
60070,"Mozart,  Wolfgang  Amadeus",2011-12,N
60071,"Debussy,  Claude",2011-12,N
60072,"Britten,  Benjamin",2011-12,N
60073,"Mozart,  Wolfgang  Amadeus",2011-12,N
60074,"Mozart,  Wolfgang  Amadeus",2011-12,N
60075,"Mahler,  Gustav",2011-12,N
60076,"Dvorak,  Antonín",2011-12,N
60077,"Lindberg,  Magnus",2011-12,Y
60078,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60079,"Berlioz,  Hector",2011-12,N
60080,"Beethoven,  Ludwig  van",2011-12,N
60081,"Debussy,  Claude",2011-12,N
60082,"Ravel,  Maurice",2011-12,N
60083,"Chabrier,  Emmanuel",2011-12,N
60084,"Dvorak,  Antonín",2011-12,N
60085,"Lindberg,  Magnus",2011-12,Y
60086,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60087,"Berlioz,  Hector",2011-12,N
60088,"Dvorak,  Antonín",2011-12,N
60089,"Beethoven,  Ludwig  van",2011-12,N
60090,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60091,"Dvorak,  Antonín",2011-12,N
60092,"Beethoven,  Ludwig  van",2011-12,N
60093,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60094,"Bernstein,  Leonard",2011-12,N
60095,"Dvorak,  Antonín",2011-12,N
60096,"Lindberg,  Magnus",2011-12,Y
60097,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60098,"Bernstein,  Leonard",2011-12,N
60099,"Berlioz,  Hector",2011-12,N
60100,"Bartok [Bartók],  Béla",2011-12,N
60101,"Debussy,  Claude",2011-12,N
60102,"Ravel,  Maurice",2011-12,N
60103,"Chabrier,  Emmanuel",2011-12,N
60104,"Pollack,  Lew",2011-12,N
60105,"Dvorak,  Antonín",2011-12,N
60106,"Debussy,  Claude",2011-12,N
60107,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60108,"Schubert,  Franz",2011-12,N
60109,"Bartok [Bartók],  Béla",2011-12,N
60110,"Dvorak,  Antonín",2011-12,N
60111,"Dvorak,  Antonín",2011-12,N
60112,"Bartok [Bartók],  Béla",2011-12,N
60113,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60114,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60115,"Scriabin,  Alexander",2011-12,N
60116,"Grieg,  Edvard",2011-12,N
60117,"Grieg,  Edvard",2011-12,N
60118,"Scriabin,  Alexander",2011-12,N
60119,"Grieg,  Edvard",2011-12,N
60120,"Grieg,  Edvard",2011-12,N
60121,"Piston,  Walter",2011-12,N
60122,"Beethoven,  Ludwig  van",2011-12,N
60123,"Copland,  Aaron",2011-12,N
60124,"Copland,  Aaron",2011-12,N
60125,"Collings,  Bryce",2011-12,
60126,"Poniewozik,  Milo",2011-12,
60127,"Brooks,  Calie",2011-12,
60128,"Copland,  Aaron",2011-12,N
60129,"Copland,  Aaron",2011-12,N
60130,"Peterson,  Timothy",2011-12,
60131,"Brooks,  Calie",2011-12,
60132,"Landau,  Jake",2011-12,
60133,"Copland,  Aaron",2011-12,N
60134,"Copland,  Aaron",2011-12,N
60135,"Valongo,  Elijah",2011-12,
60136,"Poniewozik,  Milo",2011-12,
60137,"Alexander,  Andre",2011-12,N
60138,"Copland,  Aaron",2011-12,N
60139,"Copland,  Aaron",2011-12,N
60140,"Sifuentes,  Carol",2011-12,
60141,"Garcia,  Jean-Carlos",2011-12,Y
60142,"Alexander,  Andre",2011-12,N
60143,"Debussy,  Claude",2011-12,N
60144,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60145,"Falla,  Manuel  de",2011-12,N
60146,"Orff,  Carl",2011-12,N
60147,"Grieg,  Edvard",2011-12,N
60148,"Gershwin,  George",2011-12,N
60149,"Bernstein,  Leonard",2011-12,N
60150,"Sarasate,  Pablo  de",2011-12,N
60151,"Bach,  Johann  Sebastian",2011-12,N
60152,"Mozart,  Wolfgang  Amadeus",2011-12,N
60153,"Stravinsky,  Igor",2011-12,N
60154,"Mozart,  Wolfgang  Amadeus",2011-12,N
60155,"Carter,  Elliott",2011-12,Y
60156,"Jarrell,  Michael",2011-12,N
60157,"Boulez,  Pierre",2011-12,Y
60158,"Carter,  Elliott",2011-12,Y
60159,"Jarrell,  Michael",2011-12,N
60160,"Boulez,  Pierre",2011-12,Y
60161,"Brahms,  Johannes",2011-12,N
60162,"Franck,  César",2011-12,N
60163,"Beethoven,  Ludwig  van",2011-12,N
60164,"Korngold,  Erich",2011-12,N
60165,"Nielsen,  Carl",2011-12,N
60166,"Schubert,  Franz",2011-12,N
60167,"Nielsen,  Carl",2011-12,N
60168,"Handel,  George  Frideric",2011-12,N
60169,"Schwartz,  Elliott",2011-12,Y
60170,"Cras,  Jean",2011-12,N
60171,"Gaubert,  Philippe",2011-12,N
60172,"Ravel,  Maurice",2011-12,N
60173,"Mozart,  Wolfgang  Amadeus",2011-12,N
60174,"Mozart,  Wolfgang  Amadeus",2011-12,N
60175,"Dutilleux,  Henri",2011-12,Y
60176,"Dutilleux,  Henri",2011-12,Y
60177,"Dutilleux,  Henri",2011-12,Y
60178,"Mozart,  Wolfgang  Amadeus",2011-12,N
60179,"Paganini,  Nicolò",2011-12,N
60180,"Fryba,  Hans",2011-12,
60181,"Mozart,  Wolfgang  Amadeus",2011-12,N
60182,"Improvisation,",2011-12,Y
60183,"Gabrieli,  Giovanni",2011-12,N
60184,"Boulez,  Pierre",2011-12,Y
60185,"Mozart,  Wolfgang  Amadeus",2011-12,N
60186,"Stockhausen,  Karlheinz",2011-12,Y
60187,"Ives,  Charles",2011-12,N
60188,"Bernstein,  Leonard",2011-12,N
60189,"Bernstein,  Leonard",2011-12,N
60190,"Gershwin,  George",2011-12,N
60191,"Gershwin,  George",2011-12,N
60192,"Gershwin,  George",2011-12,N
60193,"Gershwin,  George",2011-12,N
60194,"Gershwin,  George",2011-12,N
60195,"Traditional,",2011-12,Y
60196,"Oliver,  Melvin ""Sy""",2011-12,
60197,"Ward,  Samuel  Augustus",2011-12,N
60198,"Garland,  Joseph  C.",2011-12,N
60199,"Elgar,  Sir  Edward",2011-12,N
60200,"Sousa,  John  Philip",2011-12,N
60201,"Kessler,  James C.",2011-12,
60202,"Egner,  Phillip",2011-12,
60203,"Sousa,  John  Philip",2011-12,N
60204,"Anthem,",2011-12,Y
60205,"Bernstein,  Leonard",2011-12,N
60206,"Bernstein,  Leonard",2011-12,N
60207,"Gershwin,  George",2011-12,N
60208,"Gershwin,  George",2011-12,N
60209,"Gershwin,  George",2011-12,N
60210,"Gershwin,  George",2011-12,N
60211,"Gershwin,  George",2011-12,N
60212,"Traditional,",2011-12,Y
60213,"Oliver,  Melvin ""Sy""",2011-12,
60214,"Ward,  Samuel  Augustus",2011-12,N
60215,"Garland,  Joseph  C.",2011-12,N
60216,"Elgar,  Sir  Edward",2011-12,N
60217,"Sousa,  John  Philip",2011-12,N
60218,"Kessler,  James C.",2011-12,
60219,"Egner,  Phillip",2011-12,
60220,"Sousa,  John  Philip",2011-12,N
60221,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60222,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60223,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60224,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60225,"Anthem,",2011-12,Y
60226,"Bernstein,  Leonard",2011-12,N
60227,"Bernstein,  Leonard",2011-12,N
60228,"Gershwin,  George",2011-12,N
60229,"Gershwin,  George",2011-12,N
60230,"Gershwin,  George",2011-12,N
60231,"Gershwin,  George",2011-12,N
60232,"Gershwin,  George",2011-12,N
60233,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60234,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60235,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60236,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60237,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60238,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60239,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60240,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60241,"Respighi,  Ottorino",2011-12,N
60242,"Respighi,  Ottorino",2011-12,N
60243,"Wagner,  Richard",2011-12,N
60244,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60245,"Brahms,  Johannes",2011-12,N
60246,"Crespo,  Enrique",2011-12,Y
60247,"Unspecified,",2011-12,
60248,"Bach,  Johann  Sebastian",2011-12,N
60249,"Bizet,  Georges",2011-12,N
60250,"Berlioz,  Hector",2011-12,N
60251,"Rozsa [Rózsa],  Miklós",2011-12,
60252,"Gershwin,  George",2011-12,N
60253,"Ellington,  Duke",2011-12,N
60254,"Joplin,  Scott",2011-12,N
60255,"Anthem,",2011-12,Y
60256,"Falla,  Manuel  de",2011-12,N
60257,"Saint-Saens [Saint-Saëns],  Camille",2011-12,N
60258,"Gould,  Morton",2011-12,N
60259,"Brahms,  Johannes",2011-12,N
60260,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60261,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60262,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60263,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60264,"Sousa,  John  Philip",2011-12,N
60265,"Copland,  Aaron",2011-12,N
60266,"Bernstein,  Leonard",2011-12,N
60267,"Bernstein,  Leonard",2011-12,N
60268,"Gershwin,  George",2011-12,N
60269,"Gershwin,  George",2011-12,N
60270,"Gershwin,  George",2011-12,N
60271,"Gershwin,  George",2011-12,N
60272,"Gershwin,  George",2011-12,N
60273,"Tovey,  Bramwell",2011-12,Y
60274,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60275,"Respighi,  Ottorino",2011-12,N
60276,"Vivaldi,  Antonio",2011-12,N
60277,"Vivaldi,  Antonio",2011-12,N
60278,"Tchaikovsky,  Pyotr  Ilyich",2011-12,N
60279,"Berlioz,  Hector",2011-12,N
60280,"Nielsen,  Carl",2011-12,N
60281,"Brahms,  Johannes",2011-12,N
60282,"Paganini,  Nicolò",2011-12,N
60283,"Stravinsky,  Igor",2011-12,N
60284,"Mozart,  Wolfgang  Amadeus",2011-12,N
60285,"Kurtag [Kurtág],  Georgy [György]",2012-13,
60286,"Beethoven,  Ludwig  van",2012-13,N
60287,"Stravinsky,  Igor",2012-13,N
60288,"Anthem,",2012-13,Y
60289,"Respighi,  Ottorino",2012-13,N
60290,"Rimsky-Korsakov,  Nikolai",2012-13,N
60291,"Massenet,  Jules",2012-13,N
60292,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60293,"Williams,  John",2012-13,N
60294,"Sarasate,  Pablo  de",2012-13,N
60295,"Respighi,  Ottorino",2012-13,N
60296,"Musorgsky,  Modest",2012-13,N
60297,"Prokofiev,  Sergei",2012-13,N
60298,"Schumann,  Robert",2012-13,N
60299,"Rimsky-Korsakov,  Nikolai",2012-13,N
60300,"Brahms,  Johannes",2012-13,N
60301,"Rimsky-Korsakov,  Nikolai",2012-13,N
60302,"Musorgsky,  Modest",2012-13,N
60303,"Prokofiev,  Sergei",2012-13,N
60304,"Rimsky-Korsakov,  Nikolai",2012-13,N
60305,"Bach,  Johann  Sebastian",2012-13,N
60306,"Schoenberg,  Arnold",2012-13,N
60307,"Mozart,  Wolfgang  Amadeus",2012-13,N
60308,"Gershwin,  George",2012-13,N
60309,"Rachmaninoff,  Sergei",2012-13,N
60310,"Rachmaninoff,  Sergei",2012-13,N
60311,"Nielsen,  Carl",2012-13,N
60312,"Discussion,",2012-13,Y
60313,"Nielsen,  Carl",2012-13,N
60314,"Nielsen,  Carl",2012-13,N
60315,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60316,"Yoran,  Victor",2012-13,
60317,"Mozart,  Wolfgang  Amadeus",2012-13,N
60318,"Barber,  Samuel",2012-13,N
60319,"Schumann,  Robert",2012-13,N
60320,"Kern,  Jerome",2012-13,N
60321,"Gershwin,  George",2012-13,N
60322,"Reznicek,  Emil  Nikolaus von",2012-13,N
60323,"Keillor/Dworsky/Stein,  Garrison/Rich/Andy",2012-13,
60324,"Fagin,  Gary",2012-13,
60325,"Debussy,  Claude",2012-13,N
60326,"Kern,  Jerome",2012-13,N
60327,"Sousa,  John  Philip",2012-13,N
60328,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60329,"Haydn,  Franz  Joseph",2012-13,N
60330,"Copland,  Aaron",2012-13,N
60331,"Stravinsky,  Igor",2012-13,N
60332,"Bliss,  Philip",2012-13,N
60333,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60334,"Dvorak,  Antonín",2012-13,N
60335,"Traditional,",2012-13,Y
60336,"Beethoven,  Ludwig  van",2012-13,N
60337,"Rodgers,  Richard",2012-13,N
60338,"Shea,  Michael  J.",2012-13,
60339,"Speaks,  Oley",2012-13,N
60340,"Elgar,  Sir  Edward",2012-13,N
60341,"Robinson and White,  William ""Smokey"" and Ronald",2012-13,
60342,"Garcia,  Jerry",2012-13,N
60343,"Mendoza y Cortés,  Quirino",2012-13,N
60344,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60345,"Stein,  Andy",2012-13,N
60346,"Mingus,  Charles",2012-13,N
60347,"Peace,  A.  L.",2012-13,
60348,"Lalo,  Edouard",2012-13,N
60349,"Berlioz,  Hector",2012-13,N
60350,"Lalo,  Edouard",2012-13,N
60351,"Bach,  Johann  Sebastian",2012-13,N
60352,"Berlioz,  Hector",2012-13,N
60353,"Mozart,  Wolfgang  Amadeus",2012-13,N
60354,"Mozart,  Wolfgang  Amadeus",2012-13,N
60355,"Mahler,  Gustav",2012-13,N
60356,"Glinka,  Mikhail",2012-13,N
60357,"Rachmaninoff,  Sergei",2012-13,N
60358,"Elgar,  Sir  Edward",2012-13,N
60359,"Glinka,  Mikhail",2012-13,N
60360,"Rachmaninoff,  Sergei",2012-13,N
60361,"Mendelssohn,  Felix",2012-13,N
60362,"Elgar,  Sir  Edward",2012-13,N
60363,"Bach,  Johann  Sebastian",2012-13,N
60364,"Schoenberg,  Arnold",2012-13,N
60365,"Mahler,  Gustav",2012-13,N
60366,"Brahms,  Johannes",2012-13,N
60367,"Brahms,  Johannes",2012-13,N
60368,"Brahms,  Johannes",2012-13,N
60369,"Brahms,  Johannes",2012-13,N
60370,"Brahms,  Johannes",2012-13,N
60371,"Bartok [Bartók],  Béla",2012-13,N
60372,"Traditional,",2012-13,Y
60373,"Sarasate,  Pablo  de",2012-13,N
60374,"Dvorak,  Antonín",2012-13,N
60375,"Brahms,  Johannes",2012-13,N
60376,"Brahms,  Johannes",2012-13,N
60377,"Paganini,  Nicolò",2012-13,N
60378,"Beethoven,  Ludwig  van",2012-13,N
60379,"Messiaen,  Olivier",2012-13,N
60380,"Mendelssohn,  Felix",2012-13,N
60381,"Shostakovich,  Dmitri",2012-13,N
60382,"Dvorak,  Antonín",2012-13,N
60383,"Brahms,  Johannes",2012-13,N
60384,"Dvorak,  Antonín",2012-13,N
60385,"Stucky,  Steven",2012-13,Y
60386,"Barber,  Samuel",2012-13,N
60387,"Rachmaninoff,  Sergei",2012-13,N
60388,"Bizet,  Georges",2012-13,N
60389,"Traditional,",2012-13,Y
60390,"Britten,  Benjamin",2012-13,N
60391,"Weber,  Carl  Maria Von",2012-13,N
60392,"Rachmaninoff,  Sergei",2012-13,N
60393,"Strauss,  Richard",2012-13,N
60394,"Strauss,  Richard",2012-13,N
60395,"Weber,  Carl  Maria Von",2012-13,N
60396,"Rachmaninoff,  Sergei",2012-13,N
60397,"Strauss,  Richard",2012-13,N
60398,"Strauss,  Richard",2012-13,N
60399,"Sibelius,  Jean",2012-13,N
60400,"Schumann,  Robert",2012-13,N
60401,"Sibelius,  Jean",2012-13,N
60402,"Pierpont,  James  Lord",2012-13,N
60403,"Rodgers,  Richard",2012-13,N
60404,"Traditional,",2012-13,Y
60405,"Shayne,  Gloria",2012-13,Y
60406,"Feliciano,  José",2012-13,N
60407,"Anderson,  Leroy",2012-13,N
60408,"Styne,  Jule",2012-13,N
60409,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60410,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60411,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60412,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60413,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60414,Beal,2012-13,Y
60415,"Jobim,  Antonio  Carlos",2012-13,N
60416,"Blaine,  Ralph",2012-13,
60417,"Traditional,",2012-13,Y
60418,"Jones,  Thaddeus",2012-13,Y
60419,"Herman,  Jerry",2012-13,Y
60420,"Traditional,",2012-13,Y
60421,"Guaraldi,  Vince",2012-13,N
60422,"Traditional,",2012-13,Y
60423,"Gruber,  Franz  Xaver",2012-13,N
60424,"Traditional,",2012-13,Y
60425,"Handel,  George  Frideric",2012-13,N
60426,"Akiho,  Andy",2012-13,Y
60427,"Norman,  Andrew",2012-13,Y
60428,"Vaclavik,  Jude",2012-13,
60429,"Druckman,  Jacob",2012-13,N
60430,"Akiho,  Andy",2012-13,Y
60431,"Norman,  Andrew",2012-13,Y
60432,"Vaclavik,  Jude",2012-13,
60433,"Druckman,  Jacob",2012-13,N
60434,"Hamlisch,  Marvin",2012-13,Y
60435,"Hamlisch,  Marvin",2012-13,Y
60436,"Hamlisch,  Marvin",2012-13,Y
60437,"Rodgers,  Richard",2012-13,N
60438,"Hamlisch,  Marvin",2012-13,Y
60439,"Hamlisch,  Marvin",2012-13,Y
60440,"Hamlisch,  Marvin",2012-13,Y
60441,"Hamlisch,  Marvin",2012-13,Y
60442,"Hamlisch,  Marvin",2012-13,Y
60443,"Bernstein,  Leonard",2012-13,N
60444,"Braunfels,  Walter",2012-13,N
60445,"Grieg,  Edvard",2012-13,N
60446,"Beethoven,  Ludwig  van",2012-13,N
60447,"Bizet,  Georges",2012-13,N
60448,"Traditional,",2012-13,Y
60449,"Nielsen,  Carl",2012-13,N
60450,"Bruch,  Max",2012-13,N
60451,"Bruckner,  Anton",2012-13,N
60452,"Brahms,  Johannes",2012-13,N
60453,"Sibelius,  Jean",2012-13,N
60454,"Schubert,  Franz",2012-13,N
60455,"Foss,  Lukas",2012-13,Y
60456,"Sichel,  John",2012-13,N
60457,"Hindemith,  Paul",2012-13,N
60458,"Bizet,  Georges",2012-13,N
60459,"Traditional,",2012-13,Y
60460,"Sullivan,  Sir  Arthur  Seymour",2012-13,N
60461,"Britten,  Benjamin",2012-13,N
60462,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60463,"Lutoslawski,  Witold",2012-13,N
60464,"Shostakovich,  Dmitri",2012-13,N
60465,"Li,  Huanzhi",2012-13,
60466,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60467,"Traditional,",2012-13,Y
60468,"Ravel,  Maurice",2012-13,N
60469,"Traditional,",2012-13,Y
60470,"Dun,  Tan",2012-13,Y
60471,"Takemitsu,  Toru",2012-13,N
60472,"Debussy,  Claude",2012-13,N
60473,"Sondheim,  Stephen",2012-13,N
60474,"Sondheim,  Stephen",2012-13,N
60475,"Sondheim,  Stephen",2012-13,N
60476,"Sondheim,  Stephen",2012-13,N
60477,"Sondheim,  Stephen",2012-13,N
60478,"Sondheim,  Stephen",2012-13,N
60479,"Beethoven,  Ludwig  van",2012-13,N
60480,"Beethoven,  Ludwig  van",2012-13,N
60481,"Beethoven,  Ludwig  van",2012-13,N
60482,"Beethoven,  Ludwig  van",2012-13,N
60483,"Beethoven,  Ludwig  van",2012-13,N
60484,"Brahms,  Johannes",2012-13,N
60485,"Dvorak,  Antonín",2012-13,N
60486,"Brahms,  Johannes",2012-13,N
60487,"Bartok [Bartók],  Béla",2012-13,N
60488,"Li,  Huanzhi",2012-13,
60489,"Qian,  Qi",2012-13,
60490,"Mahler,  Gustav",2012-13,N
60491,"Ye,  Xiaogang",2012-13,Y
60492,"Chen,  Qigang",2012-13,N
60493,"Traditional,",2012-13,Y
60494,"Zhang,  Qianyi",2012-13,
60495,"Sang,  Ruocuo",2012-13,
60496,"Ying,  Qing",2012-13,
60497,"Brahms,  Johannes",2012-13,N
60498,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60499,"Rossini,  Gioachino",2012-13,N
60500,"Ysaye,  Eugène",2012-13,N
60501,"Rouse,  Christopher",2012-13,Y
60502,"Meltzer,  Harold",2012-13,Y
60503,"Mendelssohn,  Felix",2012-13,N
60504,"Discussion,",2012-13,Y
60505,"Rouse,  Christopher",2012-13,Y
60506,"Bloch,  Ernest",2012-13,N
60507,"Brahms,  Johannes",2012-13,N
60508,"Mozart,  Wolfgang  Amadeus",2012-13,N
60509,"Mozart,  Wolfgang  Amadeus",2012-13,N
60510,"Brahms,  Johannes",2012-13,N
60511,"Brahms,  Johannes",2012-13,N
60512,"Musorgsky,  Modest",2012-13,N
60513,"Bloch,  Ernest",2012-13,N
60514,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60515,"Stenhammar,  Wilhelm",2012-13,N
60516,"Elbel,  Louis",2012-13,N
60517,"Rodgers,  Richard",2012-13,N
60518,"Bach,  Johann  Sebastian",2012-13,N
60519,"Mendelssohn,  Felix",2012-13,N
60520,"Mendelssohn,  Felix",2012-13,N
60521,"Bach,  Johann  Sebastian",2012-13,N
60522,"Discussion,",2012-13,Y
60523,"Bach,  Johann  Sebastian",2012-13,N
60524,"Bach,  Johann  Sebastian",2012-13,N
60525,"Bach,  Johann  Sebastian",2012-13,N
60526,"Ferro,  Nicola",2012-13,
60527,"Bizet,  Georges",2012-13,N
60528,"Tilzer,  Albert Von",2012-13,N
60529,"Bozza,  Eugene  Joseph",2012-13,N
60530,"Bach,  Johann  Sebastian",2012-13,N
60531,"Bach,  Johann  Sebastian",2012-13,N
60532,"Bach,  Johann  Sebastian",2012-13,N
60533,"Bach,  Johann  Sebastian",2012-13,N
60534,"Bach,  Johann  Sebastian",2012-13,N
60535,"Bach,  Johann  Sebastian",2012-13,N
60536,"Bach,  Johann  Sebastian",2012-13,N
60537,"Bach,  Johann  Sebastian",2012-13,N
60538,"Bach,  Johann  Sebastian",2012-13,N
60539,"Bernstein,  Leonard",2012-13,N
60540,"Schubert,  Franz",2012-13,N
60541,"Mozart,  Wolfgang  Amadeus",2012-13,N
60542,"Bach,  Johann  Sebastian",2012-13,N
60543,"Bach,  Johann  Sebastian",2012-13,N
60544,"Bach,  Johann  Sebastian",2012-13,N
60545,"Bach,  Johann  Sebastian",2012-13,N
60546,,2012-13,
60547,"Bach,  Johann  Sebastian",2012-13,N
60548,"Bach,  Johann  Sebastian",2012-13,N
60549,"Bach,  Johann  Sebastian",2012-13,N
60550,"Mendelssohn,  Felix",2012-13,N
60551,"Bach,  Johann  Sebastian",2012-13,N
60552,"Schumann,  Robert",2012-13,N
60553,"Hillborg,  Anders",2012-13,Y
60554,"Ruders,  Poul",2012-13,Y
60555,"Robin,  Yann",2012-13,
60556,"Chin,  Unsuk",2012-13,N
60557,"Hillborg,  Anders",2012-13,Y
60558,"Ruders,  Poul",2012-13,Y
60559,"Robin,  Yann",2012-13,
60560,"Chin,  Unsuk",2012-13,N
60561,"Rossini,  Gioachino",2012-13,N
60562,"Villa-Lobos,  Heitor",2012-13,N
60563,"Jadin,  Louis  Emmanuel",2012-13,N
60564,"Messiaen,  Olivier",2012-13,N
60565,"Mozart,  Wolfgang  Amadeus",2012-13,N
60566,"Murail,  Tristan",2012-13,Y
60567,"Beethoven,  Ludwig  van",2012-13,N
60568,"Bizet,  Georges",2012-13,N
60569,"Falla,  Manuel  de",2012-13,N
60570,"Traditional,",2012-13,Y
60571,"Lalo,  Edouard",2012-13,N
60572,"Rodrigo,  Joaquín",2012-13,N
60573,"Lindberg,  Magnus",2012-13,Y
60574,"Falla,  Manuel  de",2012-13,N
60575,"Bach,  Johann  Sebastian",2012-13,N
60576,"Mendelssohn,  Felix",2012-13,N
60577,"Discussion,",2012-13,Y
60578,"Rouse,  Christopher",2012-13,Y
60579,"Elgar,  Sir  Edward",2012-13,N
60580,"Rouse,  Christopher",2012-13,Y
60581,"Bernstein,  Leonard",2012-13,N
60582,"Ives,  Charles",2012-13,N
60583,"Rouse,  Christopher",2012-13,Y
60584,"Bernstein,  Leonard",2012-13,N
60585,"Ives,  Charles",2012-13,N
60586,"Finzi,  Gerald",2012-13,N
60587,"Durufle [Duruflé],  Maurice",2012-13,N
60588,"Reinecke,  Carl",2012-13,N
60589,"Brahms,  Johannes",2012-13,N
60590,"Zivkovic,  Nebojsa  Jovan",2012-13,
60591,"Cage,  John",2012-13,N
60592,"Improvisation,",2012-13,Y
60593,"Westlake,  Nigel",2012-13,Y
60594,"Noon,  David",2012-13,Y
60595,"Mozart,  Wolfgang  Amadeus",2012-13,N
60596,"Bruckner,  Anton",2012-13,N
60597,"Respighi,  Ottorino",2012-13,N
60598,"Hillborg,  Anders",2012-13,Y
60599,"Musorgsky,  Modest",2012-13,N
60600,"Mozart,  Wolfgang  Amadeus",2012-13,N
60601,"Schumann,  Robert",2012-13,N
60602,"Bruckner,  Anton",2012-13,N
60603,"Beethoven,  Ludwig  van",2012-13,N
60604,"Rouse,  Christopher",2012-13,Y
60605,"Bernstein,  Leonard",2012-13,N
60606,"Vieuxtemps,  Henri",2012-13,N
60607,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60608,"Bernstein,  Leonard",2012-13,N
60609,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60610,"Mozart,  Wolfgang  Amadeus",2012-13,N
60611,"Mozart,  Wolfgang  Amadeus",2012-13,N
60612,"Chopin,  Frédéric",2012-13,N
60613,"Musorgsky,  Modest",2012-13,N
60614,"Puccini,  Giacomo",2012-13,N
60615,"Pollack,  Lew",2012-13,N
60616,"Rouse,  Christopher",2012-13,Y
60617,"Bernstein,  Leonard",2012-13,N
60618,"Vieuxtemps,  Henri",2012-13,N
60619,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60620,"Bernstein,  Leonard",2012-13,N
60621,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60622,"Rouse,  Christopher",2012-13,Y
60623,"Bernstein,  Leonard",2012-13,N
60624,"Vieuxtemps,  Henri",2012-13,N
60625,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60626,"Bernstein,  Leonard",2012-13,N
60627,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60628,"Mozart,  Wolfgang  Amadeus",2012-13,N
60629,"Liszt,  Franz",2012-13,N
60630,"Bruckner,  Anton",2012-13,N
60631,"Beethoven,  Ludwig  van",2012-13,N
60632,"Mozart,  Wolfgang  Amadeus",2012-13,N
60633,"Schubert,  Franz",2012-13,N
60634,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60635,"Bernstein,  Leonard",2012-13,N
60636,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
60637,"Mozart,  Wolfgang  Amadeus",2012-13,N
60638,"Schubert,  Franz",2012-13,N
60639,"Tchaikovsky,  Pyotr  Ilyich",2012-13,N
